id,annee,departement,parti,bloc_politique,n_chars,n_loc_local,n_loc_national,n_loc_total,n_intl,local_dens,national_dens,intl_dens,scale_score,has_intl,dominant_scale
EL104_L_1978_03_059_08_1_PF_02,1978,Nord,Front autogestionnaire,non classé,7070,1,0,1,0,0.14144271570014144,0.0,0.0,0.0,False,local
EL104_L_1978_03_059_08_1_PF_03,1978,Nord,Pour le socialisme le pouvoir aux travailleurs,gauche,5859,1,0,1,4,0.17067759003242874,0.0,0.682710360129715,1.6,True,supranational
EL104_L_1978_03_059_08_1_PF_04,1978,Nord,Union ouvriÃ¨re et paysanne pour la dÃ©mocratie prolÃ©tarienne,non classé,6845,2,0,2,3,0.2921840759678598,0.0,0.43827611395178967,1.2,True,supranational
EL104_L_1978_03_059_08_1_PF_05,1978,Nord,Union et changement,non classé,1694,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL104_L_1978_03_059_08_1_PF_06,1978,Nord,Changer la vie,non classé,4058,1,0,1,0,0.24642681123706262,0.0,0.0,0.0,False,local
EL104_L_1978_03_059_08_1_PF_07,1978,Nord,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,2693,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL104_L_1978_03_059_08_1_PF_08,1978,Nord,Union de la majoritÃ©,non classé,2251,2,0,2,0,0.8884940026654821,0.0,0.0,0.0,False,local
EL104_L_1978_03_059_08_1_PF_09,1978,Nord,Union pour la nouvelle majoritÃ© prÃ©sidentielle,non classé,2828,0,0,0,2,0.0,0.0,0.7072135785007072,2.0,True,supranational
EL104_L_1978_03_059_09_1_PF_01,1978,Nord,non mentionnÃ©,non classé,6857,1,0,1,0,0.14583637159107482,0.0,0.0,0.0,False,local
EL104_L_1978_03_059_09_1_PF_02,1978,Nord,Union et changement,non classé,1589,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL104_L_1978_03_059_09_1_PF_03,1978,Nord,non mentionnÃ©,non classé,6715,1,0,1,0,0.14892032762472077,0.0,0.0,0.0,False,local
EL104_L_1978_03_059_09_1_PF_04,1978,Nord,Union de la majoritÃ© prÃ©sidentielle pour la dÃ©mocratie franÃ§aise,non classé,2354,3,0,3,0,1.274426508071368,0.0,0.0,0.0,False,local
EL104_L_1978_03_059_09_1_PF_05,1978,Nord,Union pour la majoritÃ©,non classé,5274,1,0,1,1,0.18960940462646947,0.0,0.18960940462646947,1.0,True,local
EL104_L_1978_03_059_09_1_PF_06,1978,Nord,non mentionnÃ©,non classé,4419,0,0,0,2,0.0,0.0,0.4525910839556461,2.0,True,supranational
EL104_L_1978_03_059_09_1_PF_07,1978,Nord,non mentionnÃ©,non classé,6927,0,0,0,7,0.0,0.0,1.01053847264328,2.0,True,supranational
EL104_L_1978_03_059_09_1_PF_08,1978,Nord,Union pour la nouvelle majoritÃ© prÃ©sidentielle,non classé,2842,0,0,0,2,0.0,0.0,0.7037297677691766,2.0,True,supranational
EL104_L_1978_03_059_09_1_PF_09,1978,Nord,Ecologie 78,non classé,8118,1,0,1,2,0.1231830500123183,0.0,0.2463661000246366,1.3333333333333333,True,supranational
EL104_L_1978_03_060_01_1_PF_01,1978,Oise,non mentionnÃ©,non classé,4594,2,0,2,0,0.4353504571179799,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_01_1_PF_02,1978,Oise,non mentionnÃ©,non classé,6895,1,0,1,0,0.14503263234227703,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_01_1_PF_03,1978,Oise,Pour le socialisme le pouvoir aux travailleurs,gauche,5775,2,0,2,0,0.3463203463203463,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_01_1_PF_04,1978,Oise,Union et changement,non classé,4376,1,0,1,0,0.22851919561243142,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_01_1_PF_05,1978,Oise,MajoritÃ©,non classé,3000,3,0,3,1,1.0,0.0,0.3333333333333333,0.5,True,local
EL104_L_1978_03_060_01_1_PF_06,1978,Oise,non mentionnÃ©,non classé,6428,4,0,4,2,0.6222775357809583,0.0,0.3111387678904792,0.6666666666666666,True,local
EL104_L_1978_03_060_01_1_PF_07,1978,Oise,Union pour la nouvelle majoritÃ© prÃ©sidentielle,non classé,2696,0,0,0,2,0.0,0.0,0.7418397626112759,2.0,True,supranational
EL104_L_1978_03_060_01_1_PF_08,1978,Oise,non mentionnÃ©,non classé,4753,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL104_L_1978_03_060_02_1_PF_01,1978,Oise,non mentionnÃ©,non classé,4995,3,0,3,1,0.6006006006006006,0.0,0.20020020020020018,0.5,True,local
EL104_L_1978_03_060_02_1_PF_02,1978,Oise,non mentionnÃ©,non classé,3879,2,0,2,5,0.5155968032998195,0.0,1.288992008249549,1.4285714285714286,True,supranational
EL104_L_1978_03_060_02_1_PF_03,1978,Oise,non mentionnÃ©,non classé,2489,2,0,2,1,0.8035355564483729,0.0,0.40176777822418647,0.6666666666666666,True,local
EL104_L_1978_03_060_02_1_PF_04,1978,Oise,non mentionnÃ©,non classé,6972,1,0,1,0,0.14343086632243257,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_02_1_PF_05,1978,Oise,Front autogestionnaire,non classé,3260,2,0,2,1,0.6134969325153374,0.0,0.3067484662576687,0.6666666666666666,True,local
EL104_L_1978_03_060_02_1_PF_06,1978,Oise,Union de la majoritÃ© prÃ©sidentielle,non classé,6698,3,0,3,1,0.4478948939982084,0.0,0.1492982979994028,0.5,True,local
EL104_L_1978_03_060_02_1_PF_07,1978,Oise,non mentionnÃ©,non classé,5206,1,0,1,2,0.1920860545524395,0.0,0.384172109104879,1.3333333333333333,True,supranational
EL104_L_1978_03_060_02_1_PF_08,1978,Oise,non mentionnÃ©,non classé,3957,2,0,2,1,0.5054334091483447,0.0,0.25271670457417234,0.6666666666666666,True,local
EL104_L_1978_03_060_03_1_PF_01,1978,Oise,non mentionnÃ©,non classé,6971,1,0,1,0,0.14345144168698895,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_03_1_PF_02,1978,Oise,non mentionnÃ©,non classé,4158,2,0,2,0,0.481000481000481,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_03_1_PF_03,1978,Oise,non mentionnÃ©,non classé,3789,3,0,3,0,0.7917656373713381,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_03_1_PF_04,1978,Oise,MajoritÃ© prÃ©sidentielle,non classé,4478,4,0,4,0,0.8932559178204557,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_03_1_PF_05,1978,Oise,MajoritÃ© prÃ©sidentielle,non classé,5871,1,0,1,3,0.17032873445750296,0.0,0.5109862033725089,1.5,True,supranational
EL104_L_1978_03_060_03_1_PF_06,1978,Oise,non mentionnÃ©,non classé,3193,2,0,2,0,0.6263701847792045,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_03_1_PF_07,1978,Oise,Union de la gauche,gauche,5879,1,0,1,1,0.17009695526450078,0.0,0.17009695526450078,1.0,True,local
EL104_L_1978_03_060_03_1_PF_08,1978,Oise,non mentionnÃ©,non classé,5002,1,0,1,0,0.19992003198720512,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_03_1_PF_09,1978,Oise,Union pour la nouvelle majoritÃ© prÃ©sidentielle,non classé,2468,0,0,0,2,0.0,0.0,0.8103727714748784,2.0,True,supranational
EL104_L_1978_03_060_03_1_PF_10,1978,Oise,Ecologie,non classé,2859,5,0,5,1,1.7488632388947185,0.0,0.3497726477789437,0.3333333333333333,True,local
EL104_L_1978_03_060_03_1_PF_11,1978,Oise,Action sociale et Ã©cologique,non classé,2850,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL104_L_1978_03_060_04_1_PF_01,1978,Oise,non mentionnÃ©,non classé,6915,1,0,1,0,0.14461315979754158,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_04_1_PF_02,1978,Oise,Pour le socialisme le pouvoir aux travailleurs,gauche,5441,1,0,1,2,0.1837897445322551,0.0,0.3675794890645102,1.3333333333333333,True,supranational
EL104_L_1978_03_060_04_1_PF_03,1978,Oise,non mentionnÃ©,non classé,5916,3,0,3,0,0.5070993914807302,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_04_1_PF_04,1978,Oise,Union de la gauche,gauche,5351,5,0,5,1,0.9344047841524948,0.0,0.18688095683049896,0.3333333333333333,True,local
EL104_L_1978_03_060_04_1_PF_05,1978,Oise,MajoritÃ©,non classé,5426,5,0,5,1,0.9214891264283082,0.0,0.18429782528566163,0.3333333333333333,True,local
EL104_L_1978_03_060_04_1_PF_06,1978,Oise,Nouvelle rÃ©sistance,non classé,3565,1,0,1,3,0.2805049088359046,0.0,0.8415147265077139,1.5,True,supranational
EL104_L_1978_03_060_04_1_PF_07,1978,Oise,non mentionnÃ©,non classé,8324,4,0,4,3,0.48053820278712156,0.0,0.3604036520903412,0.8571428571428571,True,local
EL104_L_1978_03_060_04_1_PF_08,1978,Oise,non mentionnÃ©,non classé,3455,3,0,3,0,0.8683068017366136,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_04_1_PF_09,1978,Oise,non mentionnÃ©,non classé,6810,1,0,1,1,0.14684287812041116,0.0,0.14684287812041116,1.0,True,local
EL104_L_1978_03_060_05_1_PF_01,1978,Oise,Union ouvriÃ¨re et paysanne pour la dÃ©mocratie prolÃ©tarienne,non classé,8279,4,0,4,3,0.48315013890566494,0.0,0.3623626041792487,0.8571428571428571,True,local
EL104_L_1978_03_060_05_1_PF_02,1978,Oise,non mentionnÃ©,non classé,6960,1,0,1,0,0.14367816091954022,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_05_1_PF_03,1978,Oise,non mentionnÃ©,non classé,4862,1,0,1,1,0.20567667626491157,0.0,0.20567667626491157,1.0,True,local
EL104_L_1978_03_060_05_1_PF_04,1978,Oise,non mentionnÃ©,non classé,4175,2,0,2,1,0.47904191616766467,0.0,0.23952095808383234,0.6666666666666666,True,local
EL104_L_1978_03_060_05_1_PF_05,1978,Oise,non mentionnÃ©,non classé,4551,4,0,4,0,0.8789277081960009,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_05_1_PF_06,1978,Oise,Union de la majoritÃ©,non classé,6250,3,0,3,0,0.48,0.0,0.0,0.0,False,local
EL104_L_1978_03_060_05_1_PF_07,1978,Oise,non mentionnÃ©,non classé,9049,3,0,3,0,0.3315283456735551,0.0,0.0,0.0,False,local
EL104_L_1978_03_061_01_1_PF_01,1978,Orne,MajoritÃ© prÃ©sidentielle,non classé,6614,3,0,3,3,0.4535833081342607,0.0,0.4535833081342607,1.0,True,local
EL104_L_1978_03_061_01_1_PF_02,1978,Orne,non mentionnÃ©,non classé,4553,3,0,3,1,0.6589062156819679,0.0,0.21963540522732264,0.5,True,local
EL104_L_1978_03_061_01_1_PF_03,1978,Orne,non mentionnÃ©,non classé,5050,1,0,1,1,0.19801980198019803,0.0,0.19801980198019803,1.0,True,local
EL104_L_1978_03_061_01_1_PF_04,1978,Orne,Union et changement,non classé,4919,3,0,3,0,0.6098800569221386,0.0,0.0,0.0,False,local
EL104_L_1978_03_061_01_1_PF_05,1978,Orne,non mentionnÃ©,non classé,6970,1,0,1,0,0.14347202295552366,0.0,0.0,0.0,False,local
EL104_L_1978_03_061_01_1_PF_06,1978,Orne,Front autogestionnaire,non classé,3818,1,0,1,1,0.2619172341540073,0.0,0.2619172341540073,1.0,True,local
EL104_L_1978_03_061_01_1_PF_07,1978,Orne,Pour le socialisme le pouvoir aux travailleurs,gauche,6282,2,0,2,2,0.3183699458771092,0.0,0.3183699458771092,1.0,True,local
EL104_L_1978_03_061_01_1_PF_08,1978,Orne,non mentionnÃ©,non classé,3998,4,0,4,0,1.0005002501250624,0.0,0.0,0.0,False,local
EL104_L_1978_03_061_02_1_PF_01,1978,Orne,non mentionnÃ©,non classé,6537,1,0,1,1,0.15297537096527458,0.0,0.15297537096527458,1.0,True,local
EL104_L_1978_03_061_02_1_PF_02,1978,Orne,Soutenir l'action du PrÃ©sident/du PrÃ©sident de la RÃ©publique,non classé,7725,4,0,4,4,0.5177993527508091,0.0,0.5177993527508091,1.0,True,local
EL104_L_1978_03_061_02_1_PF_03,1978,Orne,MajoritÃ© prÃ©sidentielle,non classé,8919,4,0,4,3,0.44848077138692677,0.0,0.3363605785401951,0.8571428571428571,True,local
EL104_L_1978_03_061_02_1_PF_04,1978,Orne,non mentionnÃ©,non classé,6963,1,0,1,0,0.14361625736033318,0.0,0.0,0.0,False,local
EL104_L_1978_03_061_02_1_PF_05,1978,Orne,Changeons notre vie,non classé,7185,3,0,3,1,0.41753653444676414,0.0,0.13917884481558804,0.5,True,local
EL104_L_1978_03_061_02_1_PF_06,1978,Orne,Union et changement,non classé,4866,2,0,2,0,0.41101520756267984,0.0,0.0,0.0,False,local
EL104_L_1978_03_061_02_1_PF_07,1978,Orne,non mentionnÃ©,non classé,5082,1,0,1,1,0.19677292404565133,0.0,0.19677292404565133,1.0,True,local
EL104_L_1978_03_061_02_1_PF_08,1978,Orne,Union ouvriÃ¨re et paysanne pour la dÃ©mocratie prolÃ©tarienne,non classé,7460,2,0,2,3,0.2680965147453083,0.0,0.40214477211796246,1.2,True,supranational
EL104_L_1978_03_061_03_1_PF_01,1978,Orne,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,9724,2,0,2,3,0.20567667626491157,0.0,0.30851501439736734,1.2,True,supranational
EL104_L_1978_03_061_03_1_PF_02,1978,Orne,non mentionnÃ©,non classé,2083,1,0,1,0,0.48007681228996635,0.0,0.0,0.0,False,local
EL104_L_1978_03_061_03_1_PF_03,1978,Orne,Union et changement,non classé,4865,3,0,3,0,0.6166495375128468,0.0,0.0,0.0,False,local
EL104_L_1978_03_061_03_1_PF_04,1978,Orne,non mentionnÃ©,non classé,5042,1,0,1,1,0.19833399444664818,0.0,0.19833399444664818,1.0,True,local
EL104_L_1978_03_061_03_1_PF_05,1978,Orne,Ecologie 78,non classé,6366,2,0,2,4,0.3141690229343387,0.0,0.6283380458686774,1.3333333333333333,True,supranational
EL104_L_1978_03_061_03_1_PF_06,1978,Orne,non mentionnÃ©,non classé,5332,2,0,2,1,0.37509377344336087,0.0,0.18754688672168043,0.6666666666666666,True,local
EL104_L_1978_03_061_03_1_PF_07,1978,Orne,non mentionnÃ©,non classé,6968,1,0,1,0,0.14351320321469574,0.0,0.0,0.0,False,local
EL104_L_1978_03_061_03_1_PF_08,1978,Orne,Union de la droite,non classé,9661,1,0,1,11,0.10350895352447988,0.0,1.1385984887692786,1.8333333333333333,True,supranational
EL104_L_1978_03_061_03_1_PF_09,1978,Orne,Pour le socialisme le pouvoir aux travailleurs,gauche,6298,2,0,2,2,0.31756113051762463,0.0,0.31756113051762463,1.0,True,local
EL105_L_1978_03_062_01_1_PF_01,1978,Pas-de-Calais,non mentionnÃ©,non classé,6876,1,0,1,0,0.14543339150668994,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_01_1_PF_02,1978,Pas-de-Calais,Front autogestionnaire,non classé,7809,1,0,1,5,0.12805736970162632,0.0,0.6402868485081317,1.6666666666666667,True,supranational
EL105_L_1978_03_062_01_1_PF_03,1978,Pas-de-Calais,non mentionnÃ©,non classé,5879,1,0,1,4,0.17009695526450078,0.0,0.6803878210580031,1.6,True,supranational
EL105_L_1978_03_062_01_1_PF_04,1978,Pas-de-Calais,Union et changement,non classé,5726,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL105_L_1978_03_062_01_1_PF_05,1978,Pas-de-Calais,non mentionnÃ©,non classé,3717,2,0,2,0,0.5380683346785041,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_01_1_PF_06,1978,Pas-de-Calais,Union de la majoritÃ©,non classé,2790,1,0,1,0,0.35842293906810035,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_01_1_PF_07,1978,Pas-de-Calais,Union pour la majoritÃ©,non classé,3439,1,0,1,2,0.29078220412910727,0.0,0.5815644082582145,1.3333333333333333,True,supranational
EL105_L_1978_03_062_01_1_PF_08,1978,Pas-de-Calais,Union pour la nouvelle majoritÃ© prÃ©sidentielle,non classé,2837,0,0,0,2,0.0,0.0,0.7049700387733521,2.0,True,supranational
EL105_L_1978_03_062_01_1_PF_09,1978,Pas-de-Calais,non mentionnÃ©,non classé,4368,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL105_L_1978_03_062_10_1_PF_01,1978,Pas-de-Calais,non mentionnÃ©,non classé,6952,1,0,1,0,0.14384349827387802,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_10_1_PF_02,1978,Pas-de-Calais,non mentionnÃ©,non classé,5757,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL105_L_1978_03_062_10_1_PF_03,1978,Pas-de-Calais,non mentionnÃ©,non classé,4589,2,0,2,0,0.43582479843103067,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_10_1_PF_04,1978,Pas-de-Calais,MajoritÃ© prÃ©sidentielle,non classé,3844,2,0,2,0,0.5202913631633715,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_10_1_PF_05,1978,Pas-de-Calais,non mentionnÃ©,non classé,4487,2,0,2,1,0.44573211499888565,0.0,0.22286605749944283,0.6666666666666666,True,local
EL105_L_1978_03_062_10_1_PF_06,1978,Pas-de-Calais,Union pour la nouvelle majoritÃ© prÃ©sidentielle,non classé,2465,0,0,0,2,0.0,0.0,0.8113590263691685,2.0,True,supranational
EL105_L_1978_03_062_11_1_PF_01,1978,Pas-de-Calais,non mentionnÃ©,non classé,6932,1,0,1,0,0.14425851125216388,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_11_1_PF_02,1978,Pas-de-Calais,Union et changement,non classé,6077,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL105_L_1978_03_062_11_1_PF_03,1978,Pas-de-Calais,non mentionnÃ©,non classé,3663,3,0,3,0,0.819000819000819,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_11_1_PF_04,1978,Pas-de-Calais,Union de la majoritÃ© prÃ©sidentielle,non classé,1306,1,0,1,0,0.7656967840735068,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_11_1_PF_05,1978,Pas-de-Calais,Union de la majoritÃ©,non classé,4428,1,0,1,1,0.22583559168925024,0.0,0.22583559168925024,1.0,True,local
EL105_L_1978_03_062_11_1_PF_06,1978,Pas-de-Calais,Union pour la nouvelle majoritÃ© prÃ©sidentielle,non classé,2736,0,0,0,2,0.0,0.0,0.7309941520467835,2.0,True,supranational
EL105_L_1978_03_062_12_1_PF_01,1978,Pas-de-Calais,non mentionnÃ©,non classé,6925,1,0,1,0,0.1444043321299639,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_12_1_PF_02,1978,Pas-de-Calais,Union ouvriÃ¨re et paysanne pour la dÃ©mocratie prolÃ©tarienne,non classé,7792,1,0,1,3,0.12833675564681726,0.0,0.38501026694045176,1.5,True,supranational
EL105_L_1978_03_062_12_1_PF_03,1978,Pas-de-Calais,Union et changement,non classé,5185,1,0,1,0,0.19286403085824494,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_12_1_PF_04,1978,Pas-de-Calais,non mentionnÃ©,non classé,2673,1,0,1,0,0.37411148522259635,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_12_1_PF_05,1978,Pas-de-Calais,Union de la majoritÃ© prÃ©sidentielle,non classé,1513,1,0,1,0,0.6609385327164574,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_12_1_PF_06,1978,Pas-de-Calais,non mentionnÃ©,non classé,3916,0,0,0,3,0.0,0.0,0.7660878447395302,2.0,True,supranational
EL105_L_1978_03_062_12_1_PF_07,1978,Pas-de-Calais,Union pour la nouvelle majoritÃ© prÃ©sidentielle,non classé,2685,0,0,0,2,0.0,0.0,0.74487895716946,2.0,True,supranational
EL105_L_1978_03_062_13_1_PF_01,1978,Pas-de-Calais,non mentionnÃ©,non classé,6857,1,0,1,0,0.14583637159107482,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_13_1_PF_02,1978,Pas-de-Calais,Pour le socialisme le pouvoir aux travailleurs,gauche,5201,1,0,1,1,0.19227071716977506,0.0,0.19227071716977506,1.0,True,local
EL105_L_1978_03_062_13_1_PF_03,1978,Pas-de-Calais,Union ouvriÃ¨re et paysanne pour la dÃ©mocratie prolÃ©tarienne,non classé,7336,1,0,1,3,0.13631406761177753,0.0,0.4089422028353326,1.5,True,supranational
EL105_L_1978_03_062_13_1_PF_04,1978,Pas-de-Calais,Vrai changement pour l'union,non classé,3280,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL105_L_1978_03_062_13_1_PF_05,1978,Pas-de-Calais,non mentionnÃ©,non classé,1113,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL105_L_1978_03_062_13_1_PF_06,1978,Pas-de-Calais,non mentionnÃ©,non classé,5193,1,0,1,1,0.19256691700365877,0.0,0.19256691700365877,1.0,True,local
EL105_L_1978_03_062_13_1_PF_07,1978,Pas-de-Calais,non mentionnÃ©,non classé,2923,1,0,1,0,0.3421142661648991,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_13_1_PF_08,1978,Pas-de-Calais,Union pour la nouvelle majoritÃ© prÃ©sidentielle,non classé,2726,0,0,0,2,0.0,0.0,0.7336757153338225,2.0,True,supranational
EL105_L_1978_03_062_14_1_PF_01,1978,Pas-de-Calais,non mentionnÃ©,non classé,6860,1,0,1,0,0.14577259475218657,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_14_1_PF_02,1978,Pas-de-Calais,Front autogestionnaire,non classé,7037,1,0,1,0,0.14210601108426887,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_14_1_PF_03,1978,Pas-de-Calais,Union et changement,non classé,5509,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL105_L_1978_03_062_14_1_PF_04,1978,Pas-de-Calais,non mentionnÃ©,non classé,5006,0,0,0,3,0.0,0.0,0.5992808629644426,2.0,True,supranational
EL105_L_1978_03_062_14_1_PF_05,1978,Pas-de-Calais,non mentionnÃ©,non classé,3322,1,0,1,1,0.30102347983142685,0.0,0.30102347983142685,1.0,True,local
EL105_L_1978_03_062_14_1_PF_06,1978,Pas-de-Calais,non mentionnÃ©,non classé,4042,1,0,1,2,0.24740227610094015,0.0,0.4948045522018803,1.3333333333333333,True,supranational
EL105_L_1978_03_062_14_1_PF_07,1978,Pas-de-Calais,non mentionnÃ©,non classé,2486,1,0,1,0,0.40225261464199513,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_14_1_PF_08,1978,Pas-de-Calais,Union pour la nouvelle majoritÃ© prÃ©sidentielle,non classé,2727,0,0,0,2,0.0,0.0,0.7334066740007334,2.0,True,supranational
EL105_L_1978_03_062_02_1_PF_01,1978,Pas-de-Calais,non mentionnÃ©,non classé,6877,1,0,1,0,0.14541224371092046,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_02_1_PF_02,1978,Pas-de-Calais,Union du vrai changement,non classé,5036,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL105_L_1978_03_062_02_1_PF_03,1978,Pas-de-Calais,non mentionnÃ©,non classé,2106,1,0,1,0,0.47483380816714155,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_02_1_PF_04,1978,Pas-de-Calais,LibertÃ©s et justice,non classé,5808,1,0,1,1,0.17217630853994492,0.0,0.17217630853994492,1.0,True,local
EL105_L_1978_03_062_02_1_PF_06,1978,Pas-de-Calais,non mentionnÃ©,non classé,4768,0,0,0,1,0.0,0.0,0.20973154362416108,2.0,True,supranational
EL105_L_1978_03_062_03_1_PF_01,1978,Pas-de-Calais,non mentionnÃ©,non classé,6926,1,0,1,0,0.14438348252959862,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_03_1_PF_02,1978,Pas-de-Calais,non mentionnÃ©,non classé,5416,1,0,1,0,0.1846381093057607,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_03_1_PF_03,1978,Pas-de-Calais,non mentionnÃ©,non classé,1973,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL105_L_1978_03_062_03_1_PF_04,1978,Pas-de-Calais,Union de la majoritÃ©,non classé,2552,1,0,1,1,0.39184952978056425,0.0,0.39184952978056425,1.0,True,local
EL105_L_1978_03_062_03_1_PF_05,1978,Pas-de-Calais,Union pour la nouvelle majoritÃ© prÃ©sidentielle,non classé,2724,0,0,0,2,0.0,0.0,0.7342143906020557,2.0,True,supranational
EL105_L_1978_03_062_04_1_PF_01,1978,Pas-de-Calais,non mentionnÃ©,non classé,6922,1,0,1,0,0.1444669170759896,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_04_1_PF_02,1978,Pas-de-Calais,non mentionnÃ©,non classé,6107,1,0,1,0,0.16374652038644177,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_04_1_PF_03,1978,Pas-de-Calais,non mentionnÃ©,non classé,2775,1,0,1,1,0.3603603603603604,0.0,0.3603603603603604,1.0,True,local
EL105_L_1978_03_062_04_1_PF_04,1978,Pas-de-Calais,non mentionnÃ©,non classé,5200,3,0,3,1,0.5769230769230769,0.0,0.1923076923076923,0.5,True,local
EL105_L_1978_03_062_04_1_PF_05,1978,Pas-de-Calais,Union de la majoritÃ©,non classé,3907,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL105_L_1978_03_062_04_1_PF_06,1978,Pas-de-Calais,Union pour la nouvelle majoritÃ© prÃ©sidentielle,non classé,2452,0,0,0,2,0.0,0.0,0.8156606851549756,2.0,True,supranational
EL105_L_1978_03_062_04_1_PF_07,1978,Pas-de-Calais,non mentionnÃ©,non classé,4754,0,0,0,1,0.0,0.0,0.21034917963819943,2.0,True,supranational
EL105_L_1978_03_062_05_1_PF_01,1978,Pas-de-Calais,non mentionnÃ©,non classé,6930,1,0,1,0,0.14430014430014432,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_05_1_PF_02,1978,Pas-de-Calais,Union ouvriÃ¨re et paysanne pour la dÃ©mocratie prolÃ©tarienne,non classé,7116,2,0,2,3,0.2810567734682406,0.0,0.4215851602023609,1.2,True,supranational
EL105_L_1978_03_062_05_1_PF_03,1978,Pas-de-Calais,Front autogestionnaire,non classé,5469,1,0,1,1,0.18284878405558602,0.0,0.18284878405558602,1.0,True,local
EL105_L_1978_03_062_05_1_PF_04,1978,Pas-de-Calais,Union et changement,non classé,5574,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL105_L_1978_03_062_05_1_PF_05,1978,Pas-de-Calais,Union et changement,non classé,3301,1,0,1,0,0.30293850348379275,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_05_1_PF_06,1978,Pas-de-Calais,non mentionnÃ©,non classé,9305,1,0,1,4,0.10746910263299302,0.0,0.42987641053197206,1.6,True,supranational
EL105_L_1978_03_062_05_1_PF_07,1978,Pas-de-Calais,Union de la majoritÃ©,non classé,3949,1,0,1,0,0.2532286654849329,0.0,0.0,0.0,False,local
EL105_L_1978_03_062_05_1_PF_08,1978,Pas-de-Calais,Union pour la nouvelle majoritÃ© prÃ©sidentielle,non classé,2844,0,0,0,2,0.0,0.0,0.7032348804500703,2.0,True,supranational
EL105_L_1978_03_062_06_1_PF_01,1978,Pas-de-Calais,non mentionnÃ©,non classé,4495,1,0,1,3,0.22246941045606228,0.0,0.6674082313681868,1.5,True,supranational
EL105_L_1978_03_062_06_1_PF_02,1978,Pas-de-Calais,MajoritÃ© prÃ©sidentielle,non classé,4979,0,0,0,1,0.0,0.0,0.2008435428800964,2.0,True,supranational
EL105_L_1978_03_062_06_1_PF_03,1978,Pas-de-Calais,non mentionnÃ©,non classé,6858,1,0,1,5,0.1458151064450277,0.0,0.7290755322251385,1.6666666666666667,True,supranational
